P|SA|Name|CLAT|CLON|SLAT|ELAT|SLON|ELON|DIR|DIAM|CT|ET|QUAD|MAP|AS|AD|REF|FT|Origin
"E"|"m"|"Hess W"|-52.6|171.4|||||"E"|28.0|"NA"|"AM"|"LMP-3"|"LMP-3"|5|2006|159|"SF"|"Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969)."
"E"|"m"|"Hess Z"|-52.0|174.0|||||"E"|73.0|"NA"|"AM"|"LMP-3"|"LMP-3"|5|2006|159|"SF"|"Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969)."
"E"|"m"|"Hevelius A"|2.9|-68.1|||||"E"|14.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Hevelius B"|1.4|-68.8|||||"E"|14.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Hevelius D"|3.1|-60.8|||||"E"|8.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Hevelius E"|2.9|-65.7|||||"E"|9.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Hevelius J"|0.7|-69.7|||||"E"|14.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Hevelius K"|1.5|-70.0|||||"E"|6.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Hevelius L"|2.0|-70.3|||||"E"|7.0|"EU"|"PO"|"LAC 56"|"LAC 56"|5|2006|66|"SF"|"Howelcke, Johann; Polish astronomer (1611-1687)."
"E"|"m"|"Heymans D"|76.8|-132.3|||||"E"|25.0|"EU"|"BE"|"LMP-3"|"LMP-3"|5|2006|75|"SF"|"Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968)."
"E"|"m"|"Heymans F"|75.0|-133.6|||||"E"|50.0|"EU"|"BE"|"LMP-3"|"LMP-3"|5|2006|75|"SF"|"Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968)."
"E"|"m"|"Heymans T"|75.2|-155.4|||||"E"|31.0|"EU"|"BE"|"LMP-3"|"LMP-3"|5|2006|75|"SF"|"Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968)."
"E"|"m"|"Hilbert A"|-15.9|108.7|||||"E"|11.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert E"|-16.5|111.8|||||"E"|49.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert G"|-19.0|114.0|||||"E"|50.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert H"|-18.2|109.6|||||"E"|14.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert L"|-21.2|108.9|||||"E"|32.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert S"|-18.1|105.8|||||"E"|12.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert W"|-17.1|107.6|||||"E"|20.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hilbert Y"|-15.6|107.5|||||"E"|28.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"David; German mathematician (1862-1943)."
"E"|"m"|"Hind C"|-8.7|7.4|||||"E"|7.0|"EU"|"GB"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"John Russell; British astronomer (1823-1895)."
"E"|"m"|"Hippalus A"|-23.8|-32.8|||||"E"|8.0|"EU"|"GR"|"LAC 93"|"LAC 93"|5|2006|66|"SF"|"Greek explorer (unkn-c. 120)."
"E"|"m"|"Hippalus B"|-25.1|-30.1|||||"E"|5.0|"EU"|"GR"|"LAC 93"|"LAC 93"|5|2006|66|"SF"|"Greek explorer (unkn-c. 120)."
"E"|"m"|"Hippalus C"|-24.1|-30.5|||||"E"|4.0|"EU"|"GR"|"LAC 93"|"LAC 93"|5|2006|66|"SF"|"Greek explorer (unkn-c. 120)."
"E"|"m"|"Hippalus D"|-23.6|-31.9|||||"E"|24.0|"EU"|"GR"|"LAC 93"|"LAC 93"|5|2006|66|"SF"|"Greek explorer (unkn-c. 120)."
"E"|"m"|"Hipparchus B"|-6.9|1.7|||||"E"|5.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus C"|-7.3|8.2|||||"E"|17.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus D"|-4.5|2.1|||||"E"|5.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus E"|-4.2|2.3|||||"E"|5.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus F"|-4.2|2.5|||||"E"|9.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus G"|-5.0|7.4|||||"E"|15.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus H"|-5.4|2.3|||||"E"|5.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus J"|-7.6|3.2|||||"E"|14.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus K"|-6.9|2.2|||||"E"|12.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus L"|-6.8|9.0|||||"E"|13.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus N"|-4.8|5.0|||||"E"|6.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus P"|-4.7|2.8|||||"E"|5.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus Q"|-8.5|2.9|||||"E"|8.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus T"|-7.1|3.6|||||"E"|8.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus U"|-6.7|3.6|||||"E"|8.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus W"|-5.0|7.8|||||"E"|5.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus X"|-5.7|4.9|||||"E"|17.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hipparchus Z"|-8.5|9.1|||||"E"|6.0|"EU"|"GR"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Greek astronomer (unkn-fl. 140 B.C.)."
"E"|"m"|"Hippocrates Q"|69.0|-148.0|||||"E"|35.0|"EU"|"GR"|"LMP-3"|"LMP-3"|5|2006|0|"SF"|"Greek doctor (c. 460-377 B.C.)."
"E"|"m"|"Hirayama C"|-4.2|95.4|||||"E"|23.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945). <em>Note: Formerly Ariosto</em>"
"E"|"m"|"Hirayama F"|-5.8|97.2|||||"E"|35.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945)."
"E"|"m"|"Hirayama G"|-6.4|96.8|||||"E"|18.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945)."
"E"|"m"|"Hirayama K"|-8.3|94.9|||||"E"|39.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945). <em>Note: Formerly Balzac</em>"
"E"|"m"|"Hirayama L"|-9.4|94.4|||||"E"|24.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945)."
"E"|"m"|"Hirayama M"|-9.2|93.5|||||"E"|29.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945)."
"E"|"m"|"Hirayama N"|-7.2|93.6|||||"E"|17.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945)."
"E"|"m"|"Hirayama Q"|-8.0|91.3|||||"E"|40.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945). <em>Note: Formerly Longfellow</em>"
"E"|"m"|"Hirayama S"|-6.5|92.3|||||"E"|29.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945). <em>Note: Formerly Montesquieu</em>"
"E"|"m"|"Hirayama T"|-6.4|91.5|||||"E"|18.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945)."
"E"|"m"|"Hirayama Y"|-4.5|93.2|||||"E"|50.0|"AS"|"JA"|"LTO82A1"|"LTO-82A1"|5|2006|0|"SF"|"Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945). <em>Note: Formerly Tolstoy</em>"
"E"|"m"|"Hoffmeister D"|16.9|140.3|||||"E"|21.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Cuno; German astronomer (1892-1968)."
"E"|"m"|"Hoffmeister F"|14.7|141.0|||||"E"|19.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Cuno; German astronomer (1892-1968)."
"E"|"m"|"Hoffmeister N"|13.7|136.4|||||"E"|42.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Cuno; German astronomer (1892-1968)."
"E"|"m"|"Hoffmeister Z"|17.8|136.7|||||"E"|29.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Cuno; German astronomer (1892-1968)."
"E"|"m"|"Hogg E"|34.1|124.9|||||"E"|21.0|"OC"|"AU"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Arthur Robert; Australian astronomer (1903-1966); Frank Scott; Canadian astronomer (1904-1951)."
"E"|"m"|"Hogg K"|31.1|123.5|||||"E"|19.0|"OC"|"AU"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Arthur Robert; Australian astronomer (1903-1966); Frank Scott; Canadian astronomer (1904-1951)."
"E"|"m"|"Hogg P"|32.5|121.4|||||"E"|26.0|"OC"|"AU"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Arthur Robert; Australian astronomer (1903-1966); Frank Scott; Canadian astronomer (1904-1951)."
"E"|"m"|"Hogg T"|33.9|119.0|||||"E"|27.0|"OC"|"AU"|"LOC-3"|"LOC-3"|5|2006|0|"SF"|"Arthur Robert; Australian astronomer (1903-1966); Frank Scott; Canadian astronomer (1904-1951)."
"E"|"m"|"Hohmann Q"|-21.8|-98.1|||||"E"|15.0|"EU"|"GE"|"LOC-1"|"LOC-1"|5|2006|0|"SF"|"Walter; German space flight engineer (1880-1945)."
"E"|"m"|"[Hohmann T]"|-17.8|-97.5|||||"E"|13.0|"EU"|"GE"|"LOC-1"|"LOC-1"|6||0|"SF"|"Walter; German space flight engineer (1880-1945). <em>Note:  Renamed Il\'in</em>"
"E"|"m"|"Holden R"|-20.7|61.1|||||"E"|18.0|"NA"|"AM"|"LAC 98"|"LAC 98"|5|2006|66|"SF"|"Edward Singleton; American astronomer (1846-1914)."
"E"|"m"|"Holden S"|-20.4|61.5|||||"E"|15.0|"NA"|"AM"|"LAC 98"|"LAC 98"|5|2006|66|"SF"|"Edward Singleton; American astronomer (1846-1914)."
"E"|"m"|"Holden T"|-19.0|64.2|||||"E"|9.0|"NA"|"AM"|"LAC 98"|"LAC 98"|5|2006|66|"SF"|"Edward Singleton; American astronomer (1846-1914)."
"E"|"m"|"Holden V"|-18.4|62.1|||||"E"|10.0|"NA"|"AM"|"LAC 98"|"LAC 98"|5|2006|66|"SF"|"Edward Singleton; American astronomer (1846-1914)."
"E"|"m"|"Holden W"|-19.0|60.1|||||"E"|12.0|"NA"|"AM"|"LAC 98"|"LAC 98"|5|2006|66|"SF"|"Edward Singleton; American astronomer (1846-1914)."
"E"|"m"|"Holetschek N"|-30.2|150.1|||||"E"|19.0|"EU"|"AS"|"LM 103"|"LM 103"|5|2006|0|"SF"|"Johann; Austrian astronomer (1846-1923)."
"E"|"m"|"Holetschek P"|-30.0|149.5|||||"E"|16.0|"EU"|"AS"|"LM 103"|"LM 103"|5|2006|0|"SF"|"Johann; Austrian astronomer (1846-1923)."
"E"|"m"|"Holetschek R"|-29.0|147.5|||||"E"|69.0|"EU"|"AS"|"LM 103"|"LM 103"|5|2006|0|"SF"|"Johann; Austrian astronomer (1846-1923)."
"E"|"m"|"Holetschek Z"|-26.3|150.9|||||"E"|30.0|"EU"|"AS"|"LM 103"|"LM 103"|5|2006|0|"SF"|"Johann; Austrian astronomer (1846-1923)."
"E"|"m"|"Hommel A"|-53.7|34.3|||||"E"|51.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel B"|-55.3|37.0|||||"E"|33.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel C"|-54.8|29.6|||||"E"|53.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel D"|-55.8|32.5|||||"E"|28.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel E"|-59.0|31.0|||||"E"|14.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel F"|-58.4|32.0|||||"E"|21.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel G"|-58.1|27.4|||||"E"|30.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel H"|-52.6|30.9|||||"E"|43.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel HA"|-52.0|30.5|||||"E"|8.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel J"|-53.5|27.9|||||"E"|18.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel K"|-55.5|27.0|||||"E"|16.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel L"|-56.1|27.9|||||"E"|18.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel M"|-59.8|27.5|||||"E"|7.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel N"|-59.3|28.8|||||"E"|14.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel O"|-58.5|28.2|||||"E"|6.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel P"|-56.9|31.7|||||"E"|34.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel Q"|-56.1|38.4|||||"E"|29.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel R"|-52.6|32.6|||||"E"|11.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel S"|-56.6|36.2|||||"E"|22.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel T"|-57.6|26.3|||||"E"|22.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel V"|-53.5|33.5|||||"E"|13.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel X"|-60.9|32.2|||||"E"|6.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel Y"|-60.4|30.8|||||"E"|4.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hommel Z"|-59.8|30.4|||||"E"|4.0|"EU"|"GE"|"LAC 127"|"LAC 127"|5|2006|66|"SF"|"Johann; German astronomer, mathematician (1518-1562)."
"E"|"m"|"Hooke D"|40.7|55.8|||||"E"|19.0|"EU"|"GB"|"LAC 27"|"LAC 27"|5|2006|66|"SF"|"Robert; British physicist, inventor (1635-1703)."
"E"|"m"|"Horrebow A"|59.2|-40.4|||||"E"|25.0|"EU"|"DE"|"LAC 11"|"LAC 11"|5|2006|66|"SF"|"Peder; Danish astronomer (1679-1764)."
"E"|"m"|"Horrebow B"|58.7|-42.7|||||"E"|13.0|"EU"|"DE"|"LAC 11"|"LAC 11"|5|2006|66|"SF"|"Peder; Danish astronomer (1679-1764)."
"E"|"m"|"Horrebow C"|56.9|-36.0|||||"E"|5.0|"EU"|"DE"|"LAC 11"|"LAC 11"|5|2006|66|"SF"|"Peder; Danish astronomer (1679-1764)."
"E"|"m"|"Horrebow D"|57.9|-38.7|||||"E"|5.0|"EU"|"DE"|"LAC 11"|"LAC 11"|5|2006|66|"SF"|"Peder; Danish astronomer (1679-1764)."
"E"|"m"|"Horrebow G"|59.7|-41.7|||||"E"|8.0|"EU"|"DE"|"LAC 11"|"LAC 11"|5|2006|66|"SF"|"Peder; Danish astronomer (1679-1764)."
"E"|"m"|"Horrocks M"|-4.0|7.6|||||"E"|5.0|"EU"|"GB"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Jeremiah; British astronomer (1619-1641)."
"E"|"m"|"Horrocks U"|-3.2|4.8|||||"E"|4.0|"EU"|"GB"|"LTO77B3"|"LTO-77B3"|5|2006|66|"SF"|"Jeremiah; British astronomer (1619-1641)."
"E"|"m"|"Hortensius A"|4.4|-30.7|||||"E"|10.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius B"|5.3|-29.5|||||"E"|6.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius C"|6.0|-26.7|||||"E"|7.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius D"|5.4|-32.3|||||"E"|6.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius E"|5.2|-25.4|||||"E"|15.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius F"|7.1|-25.6|||||"E"|6.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius G"|8.1|-26.1|||||"E"|4.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Hortensius H"|5.9|-31.1|||||"E"|6.0|"EU"|"DU"|"LAC"|"587B"|5|2006|66|"SF"|"Hove, Martin van den; Dutch astronomer (1605-1639)."
"E"|"m"|"Houzeau P"|-19.7|-125.0|||||"E"|25.0|"EU"|"BE"|"LOC-1"|"LOC-1"|5|2006|168|"SF"|"Jean-Charles-Hippolyte-Joseph de Lehaie; Belgian astronomer (1820-1888)."
"E"|"m"|"Houzeau Q"|-19.0|-125.3|||||"E"|18.0|"EU"|"BE"|"LOC-1"|"LOC-1"|5|2006|168|"SF"|"Jean-Charles-Hippolyte-Joseph de Lehaie; Belgian astronomer (1820-1888)."
"E"|"m"|"Hubble C"|19.6|85.3|||||"E"|50.0|"NA"|"AM"|"LOC-3"|"LOC-3"|5|2006|75|"SF"|"Edwin Powell; American astronomer (1889-1953)."
"E"|"m"|"Huggins A"|-40.6|-2.2|||||"E"|11.0|"EU"|"GB"|"LAC 112"|"LAC 112"|5|2006|66|"SF"|"Sir William; British astronomer (1824-1910)."
"E"|"m"|"Humboldt B"|-30.9|83.7|||||"E"|21.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|66|"SF"|"Wilhelm von; German philologist (1767-1835)."
"E"|"m"|"Humboldt N"|-26.0|80.5|||||"E"|14.0|"EU"|"GE"|"LOC-3"|"LOC-3"|5|2006|66|"SF"|"Wilhelm von; German philologist (1767-1835)."
"E"|"m"|"Hume A"|-3.8|90.6|||||"E"|25.0|"EU"|"SC"|"LTO82A4"|"LTO-82A4"|5|2006|0|"SF"|"David; Scottish philosopher (1711-1776)."
"E"|"m"|"Hume Z"|-3.6|90.4|||||"E"|14.0|"EU"|"SC"|"LTO82A4"|"LTO-82A4"|5|2006|0|"SF"|"David; Scottish philosopher (1711-1776). <em>Note: Formerly Li Po</em>"
"E"|"m"|"Hutton P"|35.7|167.4|||||"E"|42.0|"EU"|"SC"|"LOC-4"|"LOC-4"|5|2006|0|"SF"|"James; Scottish geologist (1726-1797)."
"E"|"m"|"Hutton W"|39.1|166.7|||||"E"|23.0|"EU"|"SC"|"LOC-4"|"LOC-4"|5|2006|0|"SF"|"James; Scottish geologist (1726-1797)."
"E"|"m"|"Huygens A"|19.7|-1.9|||||"E"|6.0|"EU"|"DU"|"LM 41"|"LM 41"|5|2006|67|"SF"|"Named for Mons Huygens."
"E"|"m"|"Hyginus A"|6.3|5.7|||||"E"|8.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus B"|7.6|5.1|||||"E"|6.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus C"|7.7|8.3|||||"E"|5.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus D"|11.4|4.3|||||"E"|5.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus E"|8.7|8.5|||||"E"|4.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus F"|8.0|8.6|||||"E"|4.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus G"|11.0|6.0|||||"E"|4.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus H"|6.0|7.0|||||"E"|4.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus N"|10.5|7.4|||||"E"|11.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus S"|6.4|8.0|||||"E"|29.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
"E"|"m"|"Hyginus W"|9.7|7.7|||||"E"|22.0|"EU"|"SP"|"LAC 59"|"LAC 59"|5|2006|75|"SF"|"Caius Julius; Spanish astronomer (fl. first century B.C.)."
